gene_key	entrez_gene_id	go_terms	go_bp	go_mf	go_cc
946517	946517	GO:0008939;GO:0009236;GO:0016740;GO:0016757	GO:0009236	GO:0008939;GO:0016740;GO:0016757	
946520	946520	GO:0005886;GO:0008818;GO:0009236;GO:0016740;GO:0051073	GO:0009236	GO:0008818;GO:0016740;GO:0051073	GO:0005886
946519	946519	GO:0000166;GO:0005524;GO:0005525;GO:0006779;GO:0006974;GO:0008820;GO:0009236;GO:0016301;GO:0016740;GO:0043752	GO:0006779;GO:0006974;GO:0009236	GO:0000166;GO:0005524;GO:0005525;GO:0008820;GO:0016301;GO:0016740;GO:0043752	
946507	946507	GO:0003677;GO:0004803;GO:0005829;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	GO:0005829
946403	946403	GO:0003676;GO:0003677;GO:0006310;GO:0015074;GO:0032196	GO:0006310;GO:0015074;GO:0032196	GO:0003676;GO:0003677	
946455	946455	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
2847691	2847691				
946540	946540				
946512	946512	GO:0005886			GO:0005886
946514	946514	GO:0006508;GO:0008233;GO:0008237;GO:0016787;GO:0046872	GO:0006508	GO:0008233;GO:0008237;GO:0016787;GO:0046872	
946513	946513				
946510	946510	GO:0005515;GO:0005737;GO:0008092;GO:0031342;GO:0046872;GO:0051495	GO:0031342;GO:0051495	GO:0005515;GO:0008092;GO:0046872	GO:0005737
946534	946534	GO:0001896;GO:0005515;GO:0005737;GO:0008092;GO:0008360;GO:0051494;GO:2000245	GO:0001896;GO:0008360;GO:0051494;GO:2000245	GO:0005515;GO:0008092	GO:0005737
946535	946535	GO:0005515		GO:0005515	
1450273	1450273	GO:0005524;GO:0006576;GO:0031472	GO:0006576	GO:0005524	GO:0031472
946541	946541	GO:0005515;GO:0005737;GO:0005829;GO:0032880;GO:0051286;GO:1903066	GO:0032880;GO:1903066	GO:0005515	GO:0005737;GO:0005829;GO:0051286
71004567	71004567				
946545	946545	GO:0005886;GO:0022857;GO:0055085	GO:0055085	GO:0022857	GO:0005886
946546	946546	GO:0005737;GO:0006974;GO:0008657;GO:2000104	GO:0006974;GO:2000104	GO:0008657	GO:0005737
946518	946518	GO:0000270;GO:0004180;GO:0005886;GO:0006508;GO:0008233;GO:0008360;GO:0008658;GO:0008800;GO:0009002;GO:0009252;GO:0016787;GO:0071555	GO:0000270;GO:0006508;GO:0008360;GO:0009252;GO:0071555	GO:0004180;GO:0008233;GO:0008658;GO:0008800;GO:0009002;GO:0016787	GO:0005886
946529	946529	GO:0000175;GO:0000287;GO:0003676;GO:0003677;GO:0003697;GO:0004518;GO:0004527;GO:0004529;GO:0005515;GO:0006259;GO:0006274;GO:0006281;GO:0006308;GO:0006974;GO:0008310;GO:0016787;GO:0046872;GO:0051575	GO:0006259;GO:0006274;GO:0006281;GO:0006308;GO:0006974	GO:0000175;GO:0000287;GO:0003676;GO:0003677;GO:0003697;GO:0004518;GO:0004527;GO:0004529;GO:0005515;GO:0008310;GO:0016787;GO:0046872;GO:0051575	
946539	946539	GO:0005515		GO:0005515	
946526	946526	GO:0005886;GO:0015117;GO:0015709	GO:0015709	GO:0015117	GO:0005886
946533	946533	GO:0005886;GO:0006865;GO:0015293;GO:0015295;GO:0015489;GO:0015847;GO:0016020;GO:0022857;GO:0048870;GO:0055085;GO:1902600	GO:0006865;GO:0015847;GO:0048870;GO:0055085;GO:1902600	GO:0015293;GO:0015295;GO:0015489;GO:0022857	GO:0005886;GO:0016020
7751643	7751643				
946532	946532	GO:0000976;GO:0003677;GO:0003700;GO:0006355	GO:0006355	GO:0000976;GO:0003677;GO:0003700	
946538	946538	GO:0000166;GO:0004029;GO:0005524;GO:0005737;GO:0005829		GO:0000166;GO:0004029;GO:0005524	GO:0005737;GO:0005829
1450274	1450274	GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0005515;GO:0006355;GO:0006401;GO:0006402;GO:0009408;GO:0016787;GO:0016892;GO:0040008;GO:0042803;GO:0043024;GO:0044010;GO:0045947;GO:0098795;GO:0110001	GO:0006355;GO:0006401;GO:0006402;GO:0009408;GO:0040008;GO:0044010;GO:0045947;GO:0098795	GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0005515;GO:0016787;GO:0016892;GO:0042803;GO:0043024	GO:0110001
946542	946542	GO:0003677;GO:0003700;GO:0005515;GO:0006355;GO:0015643;GO:0040008;GO:0042803;GO:0043565;GO:0044010;GO:0045892;GO:0110001	GO:0006355;GO:0040008;GO:0044010;GO:0045892	GO:0003677;GO:0003700;GO:0005515;GO:0015643;GO:0042803;GO:0043565	GO:0110001
946547	946547	GO:0000105;GO:0008652	GO:0000105;GO:0008652		
946549	946549	GO:0000105;GO:0000166;GO:0000287;GO:0003879;GO:0005524;GO:0005737;GO:0005829;GO:0008652;GO:0016740;GO:0016757;GO:0046872	GO:0000105;GO:0008652	GO:0000166;GO:0000287;GO:0003879;GO:0005524;GO:0016740;GO:0016757;GO:0046872	GO:0005737;GO:0005829
946531	946531	GO:0000105;GO:0004399;GO:0005737;GO:0005829;GO:0008270;GO:0008652;GO:0016491;GO:0016616;GO:0030145;GO:0046872;GO:0051287	GO:0000105;GO:0008652	GO:0004399;GO:0008270;GO:0016491;GO:0016616;GO:0030145;GO:0046872;GO:0051287	GO:0005737;GO:0005829
946551	946551	GO:0000105;GO:0004400;GO:0005829;GO:0008483;GO:0008652;GO:0016740;GO:0030170;GO:0042802	GO:0000105;GO:0008652	GO:0004400;GO:0008483;GO:0016740;GO:0030170;GO:0042802	GO:0005829
946552	946552	GO:0000105;GO:0003824;GO:0004401;GO:0004424;GO:0005515;GO:0005737;GO:0008652;GO:0016787;GO:0016791;GO:0016829;GO:0042802;GO:0046872	GO:0000105;GO:0008652	GO:0003824;GO:0004401;GO:0004424;GO:0005515;GO:0016787;GO:0016791;GO:0016829;GO:0042802;GO:0046872	GO:0005737
946544	946544	GO:0000105;GO:0000107;GO:0004359;GO:0005515;GO:0005737;GO:0008652;GO:0009382;GO:0016763;GO:0016787;GO:0016829	GO:0000105;GO:0008652	GO:0000107;GO:0004359;GO:0005515;GO:0016763;GO:0016787;GO:0016829	GO:0005737;GO:0009382
946521	946521	GO:0000105;GO:0003949;GO:0005737;GO:0005829;GO:0006974;GO:0008652;GO:0016853	GO:0000105;GO:0006974;GO:0008652	GO:0003949;GO:0016853	GO:0005737;GO:0005829
946516	946516	GO:0000105;GO:0000107;GO:0005515;GO:0005737;GO:0005829;GO:0008652;GO:0009382;GO:0016829	GO:0000105;GO:0008652	GO:0000107;GO:0005515;GO:0016829	GO:0005737;GO:0005829;GO:0009382
946515	946515	GO:0000105;GO:0000166;GO:0003824;GO:0004635;GO:0004636;GO:0005524;GO:0005737;GO:0005829;GO:0008652;GO:0016787	GO:0000105;GO:0008652	GO:0000166;GO:0003824;GO:0004635;GO:0004636;GO:0005524;GO:0016787	GO:0005737;GO:0005829
946553	946553	GO:0004713;GO:0005886;GO:0009103;GO:0016020	GO:0009103	GO:0004713	GO:0005886;GO:0016020
946571	946571	GO:0000271;GO:0003979;GO:0005515;GO:0006065;GO:0009103;GO:0009242;GO:0016491;GO:0016616;GO:0051287	GO:0000271;GO:0006065;GO:0009103;GO:0009242	GO:0003979;GO:0005515;GO:0016491;GO:0016616;GO:0051287	
946554	946554	GO:0004616;GO:0005829;GO:0006098;GO:0009051;GO:0016491;GO:0016616;GO:0019521;GO:0042802;GO:0042803;GO:0050661;GO:0097216	GO:0006098;GO:0009051;GO:0019521	GO:0004616;GO:0016491;GO:0016616;GO:0042802;GO:0042803;GO:0050661;GO:0097216	GO:0005829
946577	946577	GO:0003677;GO:0004803;GO:0005829;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	GO:0005829
946555	946555	GO:0005886;GO:0009103;GO:0016740;GO:0016757	GO:0009103	GO:0016740;GO:0016757	GO:0005886
946556	946556	GO:0005829;GO:0009103;GO:0016740;GO:0016746	GO:0009103	GO:0016740;GO:0016746	GO:0005829
947041	947041	GO:0005737;GO:0008194;GO:0008921;GO:0009103;GO:0016740	GO:0009103	GO:0008194;GO:0008921;GO:0016740	GO:0005737
945179	945179	GO:0005886;GO:0009103	GO:0009103		GO:0005886
945235	945235	GO:0005515;GO:0005829;GO:0008767;GO:0009103;GO:0016853;GO:0042803;GO:0050660	GO:0009103	GO:0005515;GO:0008767;GO:0016853;GO:0042803;GO:0050660	GO:0005829
946557	946557	GO:0005886;GO:0006974;GO:0009103;GO:0009243;GO:0016020;GO:0046677	GO:0006974;GO:0009103;GO:0009243;GO:0046677		GO:0005886;GO:0016020
947482	947482	GO:0000271;GO:0005515;GO:0005829;GO:0006974;GO:0008830;GO:0009103;GO:0009243;GO:0009411;GO:0016853;GO:0019305;GO:0046677	GO:0000271;GO:0006974;GO:0009103;GO:0009243;GO:0009411;GO:0019305;GO:0046677	GO:0005515;GO:0008830;GO:0016853	GO:0005829
945154	945154	GO:0000271;GO:0005829;GO:0008879;GO:0009103;GO:0009243;GO:0016740;GO:0016779;GO:0019305;GO:0042802;GO:0046872;GO:0051289	GO:0000271;GO:0009103;GO:0009243;GO:0019305;GO:0051289	GO:0008879;GO:0016740;GO:0016779;GO:0042802;GO:0046872	GO:0005829
947117	947117	GO:0000271;GO:0005829;GO:0008831;GO:0009103;GO:0009243;GO:0016491;GO:0019305;GO:0046872	GO:0000271;GO:0009103;GO:0009243;GO:0019305	GO:0008831;GO:0016491;GO:0046872	GO:0005829
945276	945276	GO:0000271;GO:0005829;GO:0008460;GO:0009103;GO:0009225;GO:0009226;GO:0009243;GO:0016829;GO:0019305;GO:0042802;GO:0051287;GO:1901137	GO:0000271;GO:0009103;GO:0009225;GO:0009226;GO:0009243;GO:0019305;GO:1901137	GO:0008460;GO:0016829;GO:0042802;GO:0051287	GO:0005829
946560	946560	GO:0003983;GO:0005829;GO:0006011;GO:0009103;GO:0009225;GO:0009244;GO:0016740;GO:0016779;GO:0030234	GO:0006011;GO:0009103;GO:0009225;GO:0009244	GO:0003983;GO:0016740;GO:0016779;GO:0030234	GO:0005829
946561	946561	GO:0009103;GO:0045228	GO:0009103;GO:0045228		
946565	946565	GO:0009103;GO:0016740;GO:0016757;GO:0045228;GO:0046377;GO:1901135	GO:0009103;GO:0045228;GO:0046377;GO:1901135	GO:0016740;GO:0016757	
946569	946569	GO:0009103;GO:0009242;GO:0016740;GO:0045228	GO:0009103;GO:0009242;GO:0045228	GO:0016740	
946581	946581	GO:0005886;GO:0009103;GO:0009242;GO:0016020	GO:0009103;GO:0009242		GO:0005886;GO:0016020
946583	946583	GO:0000271;GO:0005886;GO:0009103;GO:0009242;GO:0016740;GO:0016757;GO:0089702	GO:0000271;GO:0009103;GO:0009242	GO:0016740;GO:0016757;GO:0089702	GO:0005886
946574	946574	GO:0000287;GO:0004615;GO:0005975;GO:0009103;GO:0009298;GO:0016853;GO:0016868;GO:0046872	GO:0005975;GO:0009103;GO:0009298	GO:0000287;GO:0004615;GO:0016853;GO:0016868;GO:0046872	
946580	946580	GO:0000166;GO:0000271;GO:0004475;GO:0005525;GO:0005976;GO:0006972;GO:0009103;GO:0009242;GO:0009298;GO:0016740;GO:0016779;GO:0044281	GO:0000271;GO:0005976;GO:0006972;GO:0009103;GO:0009242;GO:0009298;GO:0044281	GO:0000166;GO:0004475;GO:0005525;GO:0016740;GO:0016779	
946588	946588	GO:0009103;GO:0009242;GO:0016740;GO:0016757;GO:0045228;GO:0046920	GO:0009103;GO:0009242;GO:0045228	GO:0016740;GO:0016757;GO:0046920	
946559	946559	GO:0000287;GO:0008727;GO:0009103;GO:0016787;GO:0030145;GO:0042802;GO:0042803;GO:0046872;GO:0047917	GO:0009103	GO:0000287;GO:0008727;GO:0016787;GO:0030145;GO:0042802;GO:0042803;GO:0046872;GO:0047917	
946563	946563	GO:0003824;GO:0005737;GO:0009226;GO:0009242;GO:0016491;GO:0016853;GO:0042351;GO:0042803;GO:0050577;GO:0070401	GO:0009226;GO:0009242;GO:0042351	GO:0003824;GO:0016491;GO:0016853;GO:0042803;GO:0050577;GO:0070401	GO:0005737
946562	946562	GO:0008446;GO:0009242;GO:0016829;GO:0019673;GO:0042351;GO:0042803;GO:0070401	GO:0009242;GO:0019673;GO:0042351	GO:0008446;GO:0016829;GO:0042803;GO:0070401	
946578	946578	GO:0008374;GO:0009103;GO:0009242;GO:0016413;GO:0016740;GO:0016746;GO:0016747;GO:0044010;GO:0045228	GO:0009103;GO:0009242;GO:0044010;GO:0045228	GO:0008374;GO:0016413;GO:0016740;GO:0016746;GO:0016747	
946543	946543	GO:0008417;GO:0009103;GO:0009242;GO:0016740;GO:0016758;GO:0045228	GO:0009103;GO:0009242;GO:0045228	GO:0008417;GO:0016740;GO:0016758	
946550	946550	GO:0005886;GO:0009103;GO:0045228;GO:0046377	GO:0009103;GO:0045228;GO:0046377		GO:0005886
946579	946579	GO:0009103;GO:0009242;GO:0016740;GO:0016757;GO:0035250;GO:0045228	GO:0009103;GO:0009242;GO:0045228	GO:0016740;GO:0016757;GO:0035250	
946573	946573	GO:0005737;GO:0006535;GO:0009001;GO:0009103;GO:0009242;GO:0016407;GO:0016413;GO:0016740;GO:0016746;GO:0016747;GO:0045228	GO:0006535;GO:0009103;GO:0009242;GO:0045228	GO:0009001;GO:0016407;GO:0016413;GO:0016740;GO:0016746;GO:0016747	GO:0005737
946570	946570	GO:0009103;GO:0009242;GO:0015020;GO:0016740;GO:0016757;GO:0016758;GO:0045228	GO:0009103;GO:0009242;GO:0045228	GO:0015020;GO:0016740;GO:0016757;GO:0016758	
946567	946567	GO:0000166;GO:0000271;GO:0004713;GO:0005524;GO:0005886;GO:0009242;GO:0016020;GO:0016301;GO:0016740;GO:0016887;GO:0038083;GO:0042802	GO:0000271;GO:0009242;GO:0038083	GO:0000166;GO:0004713;GO:0005524;GO:0016301;GO:0016740;GO:0016887;GO:0042802	GO:0005886;GO:0016020
946564	946564	GO:0000271;GO:0004721;GO:0004725;GO:0009242;GO:0016787	GO:0000271;GO:0009242	GO:0004721;GO:0004725;GO:0016787	
946558	946558	GO:0000271;GO:0006811;GO:0009279;GO:0015159;GO:0015288;GO:0015774;GO:0046377;GO:0046930;GO:0055085	GO:0000271;GO:0006811;GO:0015774;GO:0046377;GO:0055085	GO:0015159;GO:0015288	GO:0009279;GO:0046930
946566	946566	GO:0005886;GO:0016020;GO:0050660		GO:0050660	GO:0005886;GO:0016020
946582	946582	GO:0005886;GO:0090313	GO:0090313		GO:0005886
946593	946593	GO:0000166;GO:0005829;GO:0006226;GO:0006229;GO:0006235;GO:0008829;GO:0009117;GO:0009314;GO:0015949;GO:0016787;GO:0032991;GO:0042802;GO:0070207	GO:0006226;GO:0006229;GO:0006235;GO:0009117;GO:0009314;GO:0015949;GO:0070207	GO:0000166;GO:0008829;GO:0016787;GO:0042802	GO:0005829;GO:0032991
946597	946597	GO:0000166;GO:0004849;GO:0005524;GO:0005737;GO:0005829;GO:0009224;GO:0016301;GO:0016740;GO:0016773;GO:0043771;GO:0044206;GO:0044211	GO:0009224;GO:0044206;GO:0044211	GO:0000166;GO:0004849;GO:0005524;GO:0016301;GO:0016740;GO:0016773;GO:0043771	GO:0005737;GO:0005829
946600	946600	GO:0000166;GO:0005515;GO:0005525;GO:0005886;GO:0016740;GO:0046872;GO:0052621;GO:1900231	GO:1900231	GO:0000166;GO:0005515;GO:0005525;GO:0016740;GO:0046872;GO:0052621	GO:0005886
947371	947371	GO:0003824;GO:0003905;GO:0005515;GO:0005737;GO:0006281;GO:0006284;GO:0006285;GO:0006307;GO:0006974;GO:0008725;GO:0016787;GO:0032131;GO:0043916	GO:0006281;GO:0006284;GO:0006285;GO:0006307;GO:0006974	GO:0003824;GO:0003905;GO:0005515;GO:0008725;GO:0016787;GO:0032131;GO:0043916	GO:0005737
947234	947234	GO:0000166;GO:0005524;GO:0005829;GO:0016887;GO:0031072;GO:0042026;GO:0044183;GO:0140662	GO:0042026	GO:0000166;GO:0005524;GO:0016887;GO:0031072;GO:0044183;GO:0140662	GO:0005829
947159	947159	GO:0000166;GO:0004672;GO:0005524;GO:0016301;GO:0016740		GO:0000166;GO:0004672;GO:0005524;GO:0016301;GO:0016740	
947201	947201				
947269	947269	GO:0004721;GO:0004722;GO:0016787;GO:0016791		GO:0004721;GO:0004722;GO:0016787;GO:0016791	
946602	946602				
2847673	2847673				
7751625	7751625	GO:0005886;GO:0012501	GO:0012501		GO:0005886
2847674	2847674				
7751626	7751626	GO:0005886			GO:0005886
946604	946604	GO:0005886;GO:0015125;GO:0015562;GO:0015721;GO:0016020;GO:0022857;GO:0042908;GO:0055085;GO:0098567;GO:0140330;GO:1990281	GO:0015721;GO:0042908;GO:0055085;GO:0140330	GO:0015125;GO:0015562;GO:0022857	GO:0005886;GO:0016020;GO:0098567;GO:1990281
946606	946606	GO:0005515;GO:0005886;GO:0015125;GO:0015721;GO:0016020;GO:0022857;GO:0042908;GO:0042910;GO:0055085;GO:0098567;GO:0140330;GO:1990281	GO:0015721;GO:0042908;GO:0055085;GO:0140330	GO:0005515;GO:0015125;GO:0022857;GO:0042910	GO:0005886;GO:0016020;GO:0098567;GO:1990281
946608	946608	GO:0005515;GO:0005886;GO:0015125;GO:0015721;GO:0016020;GO:0022857;GO:0042908;GO:0042910;GO:0055085;GO:0098567;GO:0140330;GO:1990281	GO:0015721;GO:0042908;GO:0055085;GO:0140330	GO:0005515;GO:0015125;GO:0022857;GO:0042910	GO:0005886;GO:0016020;GO:0098567;GO:1990281
946601	946601	GO:0005886;GO:0016020;GO:0022857;GO:0055085	GO:0055085	GO:0022857	GO:0005886;GO:0016020
946611	946611	GO:0000155;GO:0000160;GO:0000166;GO:0004673;GO:0005524;GO:0005886;GO:0007165;GO:0016020;GO:0016301;GO:0016740;GO:0016772;GO:0036460;GO:0046777	GO:0000160;GO:0007165;GO:0036460;GO:0046777	GO:0000155;GO:0000166;GO:0004673;GO:0005524;GO:0016301;GO:0016740;GO:0016772	GO:0005886;GO:0016020
946605	946605	GO:0000156;GO:0000160;GO:0000976;GO:0000987;GO:0003677;GO:0005737;GO:0005829;GO:0006355;GO:0032993;GO:0042802;GO:0045893;GO:2000144;GO:2001023	GO:0000160;GO:0006355;GO:0045893;GO:2000144;GO:2001023	GO:0000156;GO:0000976;GO:0000987;GO:0003677;GO:0042802	GO:0005737;GO:0005829;GO:0032993
947095	947095	GO:0006302	GO:0006302		
946609	946609	GO:0002098;GO:0005829;GO:0006400;GO:0006508;GO:0008033;GO:0008233;GO:0016787;GO:0051539	GO:0002098;GO:0006400;GO:0006508;GO:0008033	GO:0008233;GO:0016787;GO:0051539	GO:0005829
2847769	2847769				
945404	945404	GO:0045893	GO:0045893		
946613	946613				
946626	946626	GO:0000166;GO:0000287;GO:0001727;GO:0005515;GO:0005524;GO:0005737;GO:0006629;GO:0006665;GO:0008654;GO:0016020;GO:0016301;GO:0016740;GO:0046872	GO:0006629;GO:0006665;GO:0008654	GO:0000166;GO:0000287;GO:0001727;GO:0005515;GO:0005524;GO:0016301;GO:0016740;GO:0046872	GO:0005737;GO:0016020
946616	946616	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
946629	946629	GO:0003676;GO:0003677;GO:0006310;GO:0015074;GO:0032196	GO:0006310;GO:0015074;GO:0032196	GO:0003676;GO:0003677	
946598	946598	GO:0005829;GO:0008270;GO:0008868;GO:0016491;GO:0016616;GO:0019402;GO:0019404;GO:0042802;GO:0042803;GO:0046872	GO:0019402;GO:0019404	GO:0008270;GO:0008868;GO:0016491;GO:0016616;GO:0042802;GO:0042803;GO:0046872	GO:0005829
946610	946610	GO:0005737;GO:0005829;GO:0008982;GO:0009401;GO:0015796;GO:0016740;GO:0019402;GO:0090563;GO:0090584;GO:1902495	GO:0009401;GO:0015796;GO:0019402	GO:0008982;GO:0016740;GO:0090563;GO:0090584	GO:0005737;GO:0005829;GO:1902495
946633	946633	GO:0005737;GO:0005829;GO:0009401;GO:0015796;GO:0016301;GO:0016740;GO:0019402;GO:0030295;GO:0090584;GO:1902495	GO:0009401;GO:0015796;GO:0019402	GO:0016301;GO:0016740;GO:0030295;GO:0090584	GO:0005737;GO:0005829;GO:1902495
946641	946641	GO:0005886;GO:0005975;GO:0008047;GO:0009401;GO:0019402;GO:1902494;GO:2001059	GO:0005975;GO:0009401;GO:0019402;GO:2001059	GO:0008047	GO:0005886;GO:1902494
946636	946636	GO:0005515;GO:0005829;GO:0005975;GO:0008270;GO:0009025;GO:0016829;GO:0016832;GO:0018106;GO:0019402;GO:0019404;GO:0046872;GO:1902494;GO:2001059	GO:0005975;GO:0018106;GO:0019402;GO:0019404;GO:2001059	GO:0005515;GO:0008270;GO:0009025;GO:0016829;GO:0016832;GO:0046872	GO:0005829;GO:1902494
946632	946632	GO:0004332;GO:0005515;GO:0005737;GO:0005829;GO:0006096;GO:0016020;GO:0016829;GO:0042802	GO:0006096	GO:0004332;GO:0005515;GO:0016829;GO:0042802	GO:0005737;GO:0005829;GO:0016020
946638	946638	GO:0005337;GO:0005886;GO:0015212;GO:0015213;GO:0015858;GO:0015861;GO:0015862;GO:0016020;GO:0022857;GO:0055085;GO:1901642	GO:0015858;GO:0015861;GO:0015862;GO:0055085;GO:1901642	GO:0005337;GO:0015212;GO:0015213;GO:0022857	GO:0005886;GO:0016020
946630	946630	GO:0016787		GO:0016787	
946637	946637	GO:0006796;GO:0016301;GO:0016740	GO:0006796	GO:0016301;GO:0016740	
946639	946639	GO:0045892	GO:0045892		
945543	945543	GO:0003796;GO:0009253;GO:0016052;GO:0016787;GO:0016798;GO:0016998	GO:0009253;GO:0016052;GO:0016998	GO:0003796;GO:0016787;GO:0016798	
946459	946459	GO:0000166;GO:0003824;GO:0005524;GO:0005829;GO:0008902;GO:0008972;GO:0009228;GO:0009229;GO:0016301;GO:0016740;GO:0036172	GO:0009228;GO:0009229;GO:0036172	GO:0000166;GO:0003824;GO:0005524;GO:0008902;GO:0008972;GO:0016301;GO:0016740	GO:0005829
945142	945142	GO:0000166;GO:0000287;GO:0004417;GO:0005524;GO:0005829;GO:0009228;GO:0009229;GO:0016301;GO:0016740;GO:0036172;GO:0042802;GO:0046872;GO:0052673	GO:0009228;GO:0009229;GO:0036172	GO:0000166;GO:0000287;GO:0004417;GO:0005524;GO:0016301;GO:0016740;GO:0042802;GO:0046872;GO:0052673	GO:0005829
947114	947114	GO:0000976;GO:0001217;GO:0003677;GO:0005737;GO:0006355;GO:0032993;GO:0045892;GO:0046872	GO:0006355;GO:0045892	GO:0000976;GO:0001217;GO:0003677;GO:0046872	GO:0005737;GO:0032993
949078	949078	GO:0005886;GO:0006811;GO:0006824;GO:0010045;GO:0015099;GO:0015675;GO:0032025;GO:0035444;GO:0035785	GO:0006811;GO:0006824;GO:0010045;GO:0015675;GO:0032025;GO:0035444;GO:0035785	GO:0015099	GO:0005886
949080	949080	GO:0005507;GO:0005829;GO:0006974;GO:0010045;GO:0030288;GO:0032025;GO:0042597;GO:0097532;GO:1901652	GO:0006974;GO:0010045;GO:0032025;GO:0097532;GO:1901652	GO:0005507	GO:0005829;GO:0030288;GO:0042597
946642	946642	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
946617	946617	GO:0006974;GO:0009279;GO:0009297;GO:0015473;GO:0016020;GO:0055085	GO:0006974;GO:0009297;GO:0055085	GO:0015473	GO:0009279;GO:0016020
946621	946621	GO:0006457;GO:0030288;GO:0042597;GO:0044183;GO:0071555	GO:0006457;GO:0071555	GO:0044183	GO:0030288;GO:0042597
946619	946619	GO:0007155;GO:0009289;GO:0043709	GO:0007155;GO:0043709		GO:0009289
946615	946615				
946627	946627	GO:0000166;GO:0005524;GO:0005829;GO:0016226;GO:0016787;GO:0016887;GO:0046872;GO:0051536;GO:0051539;GO:0140663	GO:0016226	GO:0000166;GO:0005524;GO:0016787;GO:0016887;GO:0046872;GO:0051536;GO:0051539;GO:0140663	GO:0005829
946643	946643	GO:0000049;GO:0000166;GO:0003723;GO:0004812;GO:0004825;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006412;GO:0006418;GO:0006431;GO:0008270;GO:0016020;GO:0016874;GO:0042803;GO:0046872;GO:0071236	GO:0006412;GO:0006418;GO:0006431;GO:0071236	GO:0000049;GO:0000166;GO:0003723;GO:0004812;GO:0004825;GO:0005515;GO:0005524;GO:0008270;GO:0016874;GO:0042803;GO:0046872	GO:0005737;GO:0005829;GO:0016020
946650	946650				
946649	946649				
4056035	4056035				
946656	946656	GO:0005515;GO:0005524;GO:0016887		GO:0005515;GO:0005524;GO:0016887	
946651	946651	GO:0005829			GO:0005829
946652	946652	GO:0071978	GO:0071978		
946654	946654	GO:0005829;GO:0008270;GO:0046872		GO:0008270;GO:0046872	GO:0005829
949023	949023	GO:0005886			GO:0005886
949026	949026				
949024	949024	GO:0000156;GO:0000160;GO:0000976;GO:0003677;GO:0005515;GO:0005829;GO:0006355;GO:0032993	GO:0000160;GO:0006355	GO:0000156;GO:0000976;GO:0003677;GO:0005515	GO:0005829;GO:0032993
949027	949027	GO:0000155;GO:0000160;GO:0000166;GO:0004673;GO:0005515;GO:0005524;GO:0005886;GO:0007165;GO:0016020;GO:0016301;GO:0016740;GO:0018106;GO:0031667;GO:0033293;GO:0071555	GO:0000160;GO:0007165;GO:0018106;GO:0031667;GO:0071555	GO:0000155;GO:0000166;GO:0004673;GO:0005515;GO:0005524;GO:0016301;GO:0016740;GO:0033293	GO:0005886;GO:0016020
949029	949029	GO:0003677;GO:0003700;GO:0005515;GO:0006355	GO:0006355	GO:0003677;GO:0003700;GO:0005515	
1450279	1450279	GO:0005886			GO:0005886
949028	949028	GO:0005886;GO:0006865;GO:0015838;GO:0016020;GO:0031460;GO:0055052;GO:0055085	GO:0006865;GO:0015838;GO:0031460;GO:0055085		GO:0005886;GO:0016020;GO:0055052
946659	946659	GO:0000166;GO:0005524;GO:0005886;GO:0006865;GO:0015697;GO:0015838;GO:0016020;GO:0016887;GO:0031459;GO:0031460;GO:0055052	GO:0006865;GO:0015697;GO:0015838;GO:0031460	GO:0000166;GO:0005524;GO:0016887;GO:0031459	GO:0005886;GO:0016020;GO:0055052
946660	946660	GO:0005515;GO:0005886;GO:0006865;GO:0015838;GO:0016020;GO:0031460;GO:0055052;GO:0055085	GO:0006865;GO:0015838;GO:0031460;GO:0055085	GO:0005515	GO:0005886;GO:0016020;GO:0055052
946681	946681	GO:0006865;GO:0015838;GO:0016020;GO:0022857;GO:0030288;GO:0031460;GO:0042597;GO:0043190;GO:0055052;GO:0055085;GO:0071474	GO:0006865;GO:0015838;GO:0031460;GO:0055085;GO:0071474	GO:0022857	GO:0016020;GO:0030288;GO:0042597;GO:0043190;GO:0055052
946682	946682	GO:0004553;GO:0005975;GO:0008422;GO:0009251;GO:0015926;GO:0016787;GO:0016798;GO:0030288;GO:0042597	GO:0005975;GO:0009251	GO:0004553;GO:0008422;GO:0015926;GO:0016787;GO:0016798	GO:0030288;GO:0042597
946653	946653	GO:0003824;GO:0004458;GO:0005886;GO:0006089;GO:0009055;GO:0009060;GO:0009061;GO:0009898;GO:0016491;GO:0016901;GO:0022904;GO:0031234;GO:0048038;GO:0050660;GO:0055085;GO:0071949;GO:0102029	GO:0006089;GO:0009060;GO:0009061;GO:0022904;GO:0055085	GO:0003824;GO:0004458;GO:0009055;GO:0016491;GO:0016901;GO:0048038;GO:0050660;GO:0071949;GO:0102029	GO:0005886;GO:0009898;GO:0031234
