gene_key	entrez_gene_id	go_terms	go_bp	go_mf	go_cc
944742	944742	GO:0008652;GO:0009088;GO:0031554;GO:0031555;GO:0031556	GO:0008652;GO:0009088;GO:0031554;GO:0031555;GO:0031556		
945803	945803	GO:0000166;GO:0003824;GO:0004072;GO:0004412;GO:0005524;GO:0006520;GO:0008652;GO:0009067;GO:0009085;GO:0009086;GO:0009088;GO:0009089;GO:0009090;GO:0016301;GO:0016491;GO:0016740;GO:0042802;GO:0046872;GO:0050661;GO:0051289;GO:0070403	GO:0006520;GO:0008652;GO:0009067;GO:0009085;GO:0009086;GO:0009088;GO:0009089;GO:0009090;GO:0051289	GO:0000166;GO:0003824;GO:0004072;GO:0004412;GO:0005524;GO:0016301;GO:0016491;GO:0016740;GO:0042802;GO:0046872;GO:0050661;GO:0070403	
947498	947498	GO:0000166;GO:0004413;GO:0005524;GO:0005737;GO:0005829;GO:0006566;GO:0008652;GO:0009088;GO:0016301;GO:0016740	GO:0006566;GO:0008652;GO:0009088	GO:0000166;GO:0004413;GO:0005524;GO:0016301;GO:0016740	GO:0005737;GO:0005829
945198	945198	GO:0004795;GO:0005829;GO:0006520;GO:0008652;GO:0009088;GO:0016829;GO:0030170	GO:0006520;GO:0008652;GO:0009088	GO:0004795;GO:0016829;GO:0030170	GO:0005829
944747	944747				
944749	944749	GO:0000217;GO:0003677;GO:0005737;GO:0005829;GO:0033194	GO:0033194	GO:0000217;GO:0003677	GO:0005737;GO:0005829
944745	944745	GO:0003333;GO:0005283;GO:0005886;GO:0006814;GO:0006865;GO:0015293;GO:0016020;GO:0035725;GO:0055085	GO:0003333;GO:0006814;GO:0006865;GO:0035725;GO:0055085	GO:0005283;GO:0015293	GO:0005886;GO:0016020
944748	944748	GO:0004801;GO:0005737;GO:0005829;GO:0005975;GO:0006098;GO:0009052;GO:0016020;GO:0016740;GO:0016744	GO:0005975;GO:0006098;GO:0009052	GO:0004801;GO:0016740;GO:0016744	GO:0005737;GO:0005829;GO:0016020
944760	944760	GO:0005829;GO:0032324;GO:0061598	GO:0032324	GO:0061598	GO:0005829
944792	944792	GO:0005886;GO:0006811;GO:0015293;GO:0015360;GO:0016020;GO:0022857;GO:0035433;GO:0071422;GO:1902600	GO:0006811;GO:0035433;GO:0071422;GO:1902600	GO:0015293;GO:0015360;GO:0022857	GO:0005886;GO:0016020
944771	944771				
948295	948295				
944751	944751				
944750	944750	GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006260;GO:0006457;GO:0008270;GO:0009408;GO:0016020;GO:0016234;GO:0016887;GO:0016989;GO:0031072;GO:0032991;GO:0034620;GO:0042026;GO:0043335;GO:0043531;GO:0044183;GO:0045892;GO:0051082;GO:0051087;GO:0065003;GO:0140662;GO:1990169	GO:0006260;GO:0006457;GO:0009408;GO:0034620;GO:0042026;GO:0043335;GO:0045892;GO:0065003;GO:1990169	GO:0000166;GO:0005515;GO:0005524;GO:0008270;GO:0016887;GO:0016989;GO:0031072;GO:0043531;GO:0044183;GO:0051082;GO:0051087;GO:0140662	GO:0005737;GO:0005829;GO:0005886;GO:0016020;GO:0016234;GO:0032991
944753	944753	GO:0003756;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006260;GO:0006457;GO:0008270;GO:0009408;GO:0015035;GO:0016020;GO:0016032;GO:0016989;GO:0031072;GO:0032991;GO:0042026;GO:0042803;GO:0043335;GO:0045892;GO:0046872;GO:0051082;GO:0051087;GO:0065003	GO:0006260;GO:0006457;GO:0009408;GO:0016032;GO:0042026;GO:0043335;GO:0045892;GO:0065003	GO:0003756;GO:0005515;GO:0005524;GO:0008270;GO:0015035;GO:0016989;GO:0031072;GO:0042803;GO:0046872;GO:0051082;GO:0051087	GO:0005737;GO:0005829;GO:0016020;GO:0032991
944754	944754	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
2847744	2847744	GO:0005886;GO:0016020;GO:0042597			GO:0005886;GO:0016020;GO:0042597
944756	944756	GO:0005886;GO:0016020			GO:0005886;GO:0016020
2847745	2847745				
944758	944758	GO:0005886;GO:0006811;GO:0006814;GO:0006885;GO:0009651;GO:0010446;GO:0015081;GO:0015297;GO:0015385;GO:0016020;GO:0035725;GO:0051453;GO:0055085;GO:1901612	GO:0006811;GO:0006814;GO:0006885;GO:0009651;GO:0010446;GO:0035725;GO:0051453;GO:0055085	GO:0015081;GO:0015297;GO:0015385;GO:1901612	GO:0005886;GO:0016020
944757	944757	GO:0001216;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:2000142;GO:2000144	GO:0006355;GO:2000142;GO:2000144	GO:0001216;GO:0003677;GO:0003700	GO:0005737
944743	944743	GO:0003677;GO:0004803;GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196	GO:0003677;GO:0004803	
948449	948449	GO:0006310;GO:0006313;GO:0032196	GO:0006310;GO:0006313;GO:0032196		
944759	944759	GO:0000028;GO:0002181;GO:0003723;GO:0003735;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0008073;GO:0015935;GO:0019843;GO:0022627;GO:0070181;GO:1990904	GO:0000028;GO:0002181;GO:0006412	GO:0003723;GO:0003735;GO:0008073;GO:0019843;GO:0070181	GO:0005737;GO:0005829;GO:0005840;GO:0015935;GO:0022627;GO:1990904
949128	949128	GO:0006974	GO:0006974		
949129	949129	GO:0000166;GO:0003824;GO:0003919;GO:0005515;GO:0005524;GO:0006747;GO:0006771;GO:0008531;GO:0009231;GO:0009398;GO:0016301;GO:0016740;GO:0016779	GO:0006747;GO:0006771;GO:0009231;GO:0009398	GO:0000166;GO:0003824;GO:0003919;GO:0005515;GO:0005524;GO:0008531;GO:0016301;GO:0016740;GO:0016779	
944761	944761	GO:0000049;GO:0000166;GO:0002161;GO:0004812;GO:0004822;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006412;GO:0006418;GO:0006428;GO:0008270;GO:0016874;GO:0046677;GO:0046872;GO:0106074	GO:0006412;GO:0006418;GO:0006428;GO:0046677;GO:0106074	GO:0000049;GO:0000166;GO:0002161;GO:0004812;GO:0004822;GO:0005515;GO:0005524;GO:0008270;GO:0016874;GO:0046872	GO:0005737;GO:0005829
944800	944800	GO:0004175;GO:0004190;GO:0005886;GO:0006465;GO:0006508;GO:0008233;GO:0016020;GO:0016787	GO:0006465;GO:0006508	GO:0004175;GO:0004190;GO:0008233;GO:0016787	GO:0005886;GO:0016020
944807	944807	GO:0003755;GO:0005515;GO:0005829;GO:0016853;GO:0042026	GO:0042026	GO:0003755;GO:0005515;GO:0016853	GO:0005829
944777	944777	GO:0005737;GO:0005829;GO:0008299;GO:0016114;GO:0016491;GO:0019288;GO:0046872;GO:0050992;GO:0051536;GO:0051538;GO:0051539;GO:0051745	GO:0008299;GO:0016114;GO:0019288;GO:0050992	GO:0016491;GO:0046872;GO:0051536;GO:0051538;GO:0051539;GO:0051745	GO:0005737;GO:0005829
944796	944796	GO:0005829;GO:0006144;GO:0006152;GO:0006206;GO:0006974;GO:0008477;GO:0016787;GO:0016798;GO:0016799;GO:0042454;GO:0045437;GO:0047622;GO:0047724;GO:0050263	GO:0006144;GO:0006152;GO:0006206;GO:0006974;GO:0042454	GO:0008477;GO:0016787;GO:0016798;GO:0016799;GO:0045437;GO:0047622;GO:0047724;GO:0050263	GO:0005829
944762	944762	GO:0005737;GO:0005829;GO:0008652;GO:0008839;GO:0009085;GO:0009089;GO:0016491;GO:0016726;GO:0019877;GO:0042802;GO:0050661;GO:0051287	GO:0008652;GO:0009085;GO:0009089;GO:0019877	GO:0008839;GO:0016491;GO:0016726;GO:0042802;GO:0050661;GO:0051287	GO:0005737;GO:0005829
949025	949025	GO:0000166;GO:0004088;GO:0004359;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005951;GO:0006207;GO:0006221;GO:0006526;GO:0006541;GO:0008652;GO:0016874;GO:0019856;GO:0044205;GO:0046982	GO:0006207;GO:0006221;GO:0006526;GO:0006541;GO:0008652;GO:0019856;GO:0044205	GO:0000166;GO:0004088;GO:0004359;GO:0005515;GO:0005524;GO:0016874;GO:0046982	GO:0005737;GO:0005829;GO:0005951
944775	944775	GO:0000166;GO:0004087;GO:0004088;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005951;GO:0006221;GO:0006526;GO:0006541;GO:0008652;GO:0009064;GO:0016597;GO:0016874;GO:0016879;GO:0019856;GO:0044205;GO:0046872	GO:0006221;GO:0006526;GO:0006541;GO:0008652;GO:0009064;GO:0019856;GO:0044205	GO:0000166;GO:0004087;GO:0004088;GO:0005515;GO:0005524;GO:0016597;GO:0016874;GO:0016879;GO:0046872	GO:0005737;GO:0005829;GO:0005951
944795	944795	GO:0003700;GO:0006351;GO:0006355;GO:0009437	GO:0006351;GO:0006355;GO:0009437	GO:0003700	
948999	948999	GO:0009437;GO:0016289;GO:0016740	GO:0009437	GO:0016289;GO:0016740	
948995	948995	GO:0003824;GO:0006635;GO:0008735;GO:0008809;GO:0009437;GO:0016829;GO:0016836;GO:0042413;GO:0120092	GO:0006635;GO:0009437;GO:0042413	GO:0003824;GO:0008735;GO:0008809;GO:0016829;GO:0016836;GO:0120092	
944886	944886	GO:0005515;GO:0009437;GO:0016405;GO:0016874;GO:0016877;GO:0016878;GO:0051108;GO:0051109	GO:0009437	GO:0005515;GO:0016405;GO:0016874;GO:0016877;GO:0016878;GO:0051108;GO:0051109	
948997	948997	GO:0003824;GO:0005737;GO:0008410;GO:0008735;GO:0009437;GO:0016740;GO:0016782;GO:0042413	GO:0009437;GO:0042413	GO:0003824;GO:0008410;GO:0008735;GO:0016740;GO:0016782	GO:0005737
949064	949064	GO:0003995;GO:0005737;GO:0009437;GO:0016491;GO:0016627;GO:0033539;GO:0050660;GO:0052890	GO:0009437;GO:0033539	GO:0003995;GO:0016491;GO:0016627;GO:0050660;GO:0052890	GO:0005737
944765	944765	GO:0005886;GO:0009437;GO:0015226;GO:0015297;GO:0015879;GO:0016020;GO:0022857;GO:0044667;GO:1900749;GO:1900751;GO:1902270;GO:1902603	GO:0009437;GO:0015879;GO:1900749;GO:1900751;GO:1902270;GO:1902603	GO:0015226;GO:0015297;GO:0022857;GO:0044667	GO:0005886;GO:0016020
947316	947316	GO:0005515;GO:0009055;GO:0009437;GO:0042413	GO:0009437;GO:0042413	GO:0005515;GO:0009055	
948939	948939	GO:0005515;GO:0009055;GO:0009437;GO:0033539;GO:0042413;GO:0050660	GO:0009437;GO:0033539;GO:0042413	GO:0005515;GO:0009055;GO:0050660	
948958	948958	GO:0009437;GO:0016491;GO:0071949	GO:0009437	GO:0016491;GO:0071949	
948590	948590	GO:0005506;GO:0005515;GO:0046872;GO:0051536;GO:0051539		GO:0005506;GO:0005515;GO:0046872;GO:0051536;GO:0051539	
944766	944766	GO:0005886;GO:0006979;GO:0016020;GO:0022857;GO:0055085	GO:0006979;GO:0055085	GO:0022857	GO:0005886;GO:0016020
944767	944767	GO:0003955;GO:0005515;GO:0005886;GO:0006813;GO:0008753;GO:0009055;GO:0010181;GO:0016491;GO:0042803;GO:0050136;GO:0051453;GO:0051454;GO:1901381;GO:1903103	GO:0006813;GO:0051453;GO:0051454;GO:1901381	GO:0003955;GO:0005515;GO:0008753;GO:0009055;GO:0010181;GO:0016491;GO:0042803;GO:0050136	GO:0005886;GO:1903103
944773	944773	GO:0000166;GO:0005515;GO:0005886;GO:0006811;GO:0006812;GO:0006813;GO:0006885;GO:0008324;GO:0009636;GO:0015079;GO:0015297;GO:0015503;GO:0015643;GO:0016020;GO:0019899;GO:0042542;GO:0042803;GO:0051453;GO:0051454;GO:0051595;GO:0055085;GO:0071805;GO:1902600;GO:1903103	GO:0006811;GO:0006812;GO:0006813;GO:0006885;GO:0009636;GO:0042542;GO:0051453;GO:0051454;GO:0051595;GO:0055085;GO:0071805;GO:1902600	GO:0000166;GO:0005515;GO:0008324;GO:0015079;GO:0015297;GO:0015503;GO:0015643;GO:0019899;GO:0042803	GO:0005886;GO:0016020;GO:1903103
944790	944790	GO:0004146;GO:0005515;GO:0005542;GO:0005829;GO:0006730;GO:0009257;GO:0009410;GO:0016491;GO:0031427;GO:0044281;GO:0046452;GO:0046654;GO:0046655;GO:0046656;GO:0046677;GO:0050661;GO:0051870;GO:0051871;GO:0070401;GO:0070402	GO:0006730;GO:0009257;GO:0009410;GO:0031427;GO:0044281;GO:0046452;GO:0046654;GO:0046655;GO:0046656;GO:0046677	GO:0004146;GO:0005515;GO:0005542;GO:0016491;GO:0050661;GO:0051870;GO:0051871;GO:0070401;GO:0070402	GO:0005829
944770	944770	GO:0005737;GO:0008796;GO:0008803;GO:0010165;GO:0015949;GO:0016787;GO:0016791;GO:0110154	GO:0010165;GO:0015949;GO:0110154	GO:0008796;GO:0008803;GO:0016787;GO:0016791	GO:0005737
944772	944772	GO:0070987	GO:0070987		
944939	944939	GO:0000028;GO:0000154;GO:0000179;GO:0003690;GO:0003723;GO:0003729;GO:0005737;GO:0005829;GO:0006364;GO:0008168;GO:0016433;GO:0016740;GO:0030490;GO:0031167;GO:0032259;GO:0043024;GO:0046677;GO:0052908;GO:0070475	GO:0000028;GO:0000154;GO:0006364;GO:0030490;GO:0031167;GO:0032259;GO:0046677;GO:0070475	GO:0000179;GO:0003690;GO:0003723;GO:0003729;GO:0008168;GO:0016433;GO:0016740;GO:0043024;GO:0052908	GO:0005737;GO:0005829
944919	944919	GO:0000287;GO:0005737;GO:0008270;GO:0008615;GO:0016491;GO:0042802;GO:0042803;GO:0042823;GO:0046872;GO:0050570;GO:0050897;GO:0051287	GO:0008615;GO:0042823	GO:0000287;GO:0008270;GO:0016491;GO:0042802;GO:0042803;GO:0046872;GO:0050570;GO:0050897;GO:0051287	GO:0005737
944812	944812	GO:0003755;GO:0005515;GO:0006457;GO:0016853;GO:0030288;GO:0036506;GO:0042277;GO:0042597;GO:0043165;GO:0050821;GO:0051082	GO:0006457;GO:0036506;GO:0043165;GO:0050821	GO:0003755;GO:0005515;GO:0016853;GO:0042277;GO:0051082	GO:0030288;GO:0042597
945011	945011	GO:0005515;GO:0009279;GO:0015920;GO:0019867;GO:0043165;GO:0061024;GO:1990351	GO:0015920;GO:0043165;GO:0061024	GO:0005515	GO:0009279;GO:0019867;GO:1990351
948992	948992	GO:0005886;GO:0016020;GO:0051087		GO:0051087	GO:0005886;GO:0016020
945039	945039				
38094933	38094933				
946262	946262	GO:0000455;GO:0001522;GO:0003723;GO:0005829;GO:0006364;GO:0006396;GO:0008033;GO:0009451;GO:0009982;GO:0016853;GO:0031118;GO:0031119;GO:0106029;GO:0120159;GO:0140098;GO:0160142;GO:0160151	GO:0000455;GO:0001522;GO:0006364;GO:0006396;GO:0008033;GO:0009451;GO:0031118;GO:0031119	GO:0003723;GO:0009982;GO:0016853;GO:0106029;GO:0120159;GO:0140098;GO:0160142;GO:0160151	GO:0005829
948523	948523	GO:0000166;GO:0001000;GO:0003676;GO:0003677;GO:0003682;GO:0004386;GO:0005515;GO:0005524;GO:0005737;GO:0006355;GO:0016787;GO:0016817;GO:0016887;GO:0031507;GO:0045893;GO:0045944;GO:0140750	GO:0006355;GO:0031507;GO:0045893;GO:0045944	GO:0000166;GO:0001000;GO:0003676;GO:0003677;GO:0003682;GO:0004386;GO:0005515;GO:0005524;GO:0016787;GO:0016817;GO:0016887;GO:0140750	GO:0005737
944779	944779	GO:0000166;GO:0003676;GO:0003677;GO:0003887;GO:0006261;GO:0006281;GO:0006974;GO:0008296;GO:0009432;GO:0016740;GO:0016779;GO:0034061;GO:0045004;GO:0071897	GO:0006261;GO:0006281;GO:0006974;GO:0009432;GO:0045004;GO:0071897	GO:0000166;GO:0003676;GO:0003677;GO:0003887;GO:0008296;GO:0016740;GO:0016779;GO:0034061	
945294	945294	GO:0005829;GO:0005996;GO:0008270;GO:0008742;GO:0016832;GO:0016853;GO:0019323;GO:0019324;GO:0019568;GO:0019569;GO:0019572;GO:0032991;GO:0042802;GO:0046872	GO:0005996;GO:0019323;GO:0019324;GO:0019568;GO:0019569;GO:0019572	GO:0008270;GO:0008742;GO:0016832;GO:0016853;GO:0042802;GO:0046872	GO:0005829;GO:0032991
947511	947511	GO:0005737;GO:0005829;GO:0005996;GO:0008733;GO:0016853;GO:0016861;GO:0019568;GO:0019569;GO:0030145;GO:0046872	GO:0005996;GO:0019568;GO:0019569	GO:0008733;GO:0016853;GO:0016861;GO:0030145;GO:0046872	GO:0005737;GO:0005829
946017	946017	GO:0000166;GO:0005524;GO:0005737;GO:0005975;GO:0008741;GO:0016052;GO:0016301;GO:0016740;GO:0016773;GO:0019150;GO:0019321;GO:0019568;GO:0019569;GO:0019572;GO:0046835	GO:0005975;GO:0016052;GO:0019321;GO:0019568;GO:0019569;GO:0019572;GO:0046835	GO:0000166;GO:0005524;GO:0008741;GO:0016301;GO:0016740;GO:0016773;GO:0019150	GO:0005737
944780	944780	GO:0000976;GO:0001217;GO:0003677;GO:0003700;GO:0005515;GO:0005737;GO:0005829;GO:0006355;GO:0019568;GO:0032993;GO:0042802;GO:0043565;GO:0045892;GO:0080090	GO:0006355;GO:0019568;GO:0045892;GO:0080090	GO:0000976;GO:0001217;GO:0003677;GO:0003700;GO:0005515;GO:0042802;GO:0043565	GO:0005737;GO:0005829;GO:0032993
944783	944783	GO:0005886;GO:0010212;GO:0022857;GO:0043093;GO:0055085	GO:0010212;GO:0043093;GO:0055085	GO:0022857	GO:0005886
944785	944785	GO:0000166;GO:0005524;GO:0005886;GO:0015234;GO:0016020;GO:0016887;GO:0042626;GO:0043190;GO:0048502;GO:0055052;GO:0071934;GO:0140359	GO:0071934	GO:0000166;GO:0005524;GO:0015234;GO:0016887;GO:0042626;GO:0048502;GO:0140359	GO:0005886;GO:0016020;GO:0043190;GO:0055052
944784	944784	GO:0005886;GO:0015234;GO:0015888;GO:0016020;GO:0022857;GO:0043190;GO:0055052;GO:0055085;GO:0071934	GO:0015888;GO:0055085;GO:0071934	GO:0015234;GO:0022857	GO:0005886;GO:0016020;GO:0043190;GO:0055052
946306	946306	GO:0015888;GO:0016020;GO:0030288;GO:0030975;GO:0030976;GO:0042597;GO:0055052;GO:0055085;GO:0071934	GO:0015888;GO:0055085;GO:0071934	GO:0030975;GO:0030976	GO:0016020;GO:0030288;GO:0042597;GO:0055052
63925622	63925622				
944788	944788	GO:0000976;GO:0003677;GO:0015833;GO:0045892;GO:0045893;GO:0055085;GO:1904680	GO:0015833;GO:0045892;GO:0045893;GO:0055085	GO:0000976;GO:0003677;GO:1904680	
4056038	4056038				
7751624	7751624	GO:0004857;GO:0009401;GO:0046325	GO:0009401;GO:0046325	GO:0004857	
944793	944793	GO:0005351;GO:0005886;GO:0008643;GO:0015767;GO:0016020;GO:0022857;GO:0034219;GO:0036448;GO:0055085;GO:1902600;GO:1904659	GO:0008643;GO:0015767;GO:0034219;GO:0036448;GO:0055085;GO:1902600;GO:1904659	GO:0005351;GO:0022857	GO:0005886;GO:0016020
945642	945642	GO:0003861;GO:0005515;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0009316;GO:0016829	GO:0008652;GO:0009082;GO:0009098	GO:0003861;GO:0005515;GO:0016829	GO:0005829;GO:0009316
945076	945076	GO:0003861;GO:0005515;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0009316;GO:0016829;GO:0046872;GO:0051536;GO:0051539	GO:0008652;GO:0009082;GO:0009098	GO:0003861;GO:0005515;GO:0016829;GO:0046872;GO:0051536;GO:0051539	GO:0005829;GO:0009316
944798	944798	GO:0000287;GO:0003862;GO:0005737;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0016491;GO:0016616;GO:0030145;GO:0034198;GO:0046872;GO:0051287	GO:0008652;GO:0009082;GO:0009098;GO:0034198	GO:0000287;GO:0003862;GO:0016491;GO:0016616;GO:0030145;GO:0046872;GO:0051287	GO:0005737;GO:0005829
947465	947465	GO:0003824;GO:0003852;GO:0003985;GO:0005737;GO:0005829;GO:0008652;GO:0009082;GO:0009098;GO:0016740;GO:0019752;GO:0030145;GO:0046872;GO:0046912	GO:0008652;GO:0009082;GO:0009098;GO:0019752	GO:0003824;GO:0003852;GO:0003985;GO:0016740;GO:0030145;GO:0046872;GO:0046912	GO:0005737;GO:0005829
946072	946072	GO:0008652;GO:0009082;GO:0009098	GO:0008652;GO:0009082;GO:0009098		
949034	949034	GO:0003677;GO:0003700;GO:0006355;GO:0032993;GO:0043565	GO:0006355	GO:0003677;GO:0003700;GO:0043565	GO:0032993
38094934	38094934				
948793	948793	GO:0000287;GO:0003824;GO:0003984;GO:0005829;GO:0005948;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016740;GO:0030976;GO:0046872;GO:0050660	GO:0008652;GO:0009082;GO:0009097;GO:0009099	GO:0000287;GO:0003824;GO:0003984;GO:0016740;GO:0030976;GO:0046872;GO:0050660	GO:0005829;GO:0005948
947267	947267	GO:0003984;GO:0005737;GO:0005829;GO:0005948;GO:0008652;GO:0009082;GO:0009097;GO:0009099;GO:0016740;GO:1990610	GO:0008652;GO:0009082;GO:0009097;GO:0009099	GO:0003984;GO:0016740;GO:1990610	GO:0005737;GO:0005829;GO:0005948
944804	944804	GO:0000976;GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0009750;GO:0042802;GO:2000142	GO:0006355;GO:0009750;GO:2000142	GO:0000976;GO:0000987;GO:0003677;GO:0003700;GO:0042802	
944810	944810	GO:0000976;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:0009295;GO:0043565;GO:0045892;GO:2000143	GO:0006355;GO:0045892;GO:2000143	GO:0000976;GO:0003677;GO:0003700;GO:0043565	GO:0005737;GO:0009295
944806	944806	GO:0005737;GO:0005829;GO:0006364;GO:0008168;GO:0016740;GO:0032259;GO:0042803;GO:0070475;GO:0071424	GO:0006364;GO:0032259;GO:0070475	GO:0008168;GO:0016740;GO:0042803;GO:0071424	GO:0005737;GO:0005829
944803	944803	GO:0000917;GO:0005515;GO:0005886;GO:0016020;GO:0032153;GO:0043093;GO:0051301;GO:1990586;GO:1990587;GO:1990588	GO:0000917;GO:0043093;GO:0051301	GO:0005515	GO:0005886;GO:0016020;GO:0032153;GO:1990586;GO:1990587;GO:1990588
944799	944799	GO:0000917;GO:0004180;GO:0005515;GO:0005886;GO:0006508;GO:0008233;GO:0008360;GO:0008658;GO:0008955;GO:0009002;GO:0009252;GO:0009410;GO:0016787;GO:0032153;GO:0043093;GO:0051301;GO:0071555;GO:1990586	GO:0000917;GO:0006508;GO:0008360;GO:0009252;GO:0009410;GO:0043093;GO:0051301;GO:0071555	GO:0004180;GO:0005515;GO:0008233;GO:0008658;GO:0008955;GO:0009002;GO:0016787	GO:0005886;GO:0032153;GO:1990586
71004551	71004551				
944791	944791	GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008765;GO:0009252;GO:0016874;GO:0016881;GO:0051301;GO:0071555	GO:0008360;GO:0009252;GO:0051301;GO:0071555	GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0008765;GO:0016874;GO:0016881	GO:0005737;GO:0005829
944813	944813	GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008766;GO:0009252;GO:0016874;GO:0016881;GO:0047480;GO:0051301;GO:0071555	GO:0008360;GO:0009252;GO:0051301;GO:0071555	GO:0000166;GO:0005524;GO:0008766;GO:0016874;GO:0016881;GO:0047480	GO:0005737;GO:0005829
944814	944814	GO:0005886;GO:0008360;GO:0008963;GO:0009252;GO:0016020;GO:0016740;GO:0016780;GO:0044038;GO:0046872;GO:0051301;GO:0051992;GO:0071555	GO:0008360;GO:0009252;GO:0044038;GO:0051301;GO:0071555	GO:0008963;GO:0016740;GO:0016780;GO:0046872;GO:0051992	GO:0005886;GO:0016020
944818	944818	GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0008360;GO:0008764;GO:0009252;GO:0016874;GO:0016881;GO:0042802;GO:0051301;GO:0071555	GO:0008360;GO:0009252;GO:0051301;GO:0071555	GO:0000166;GO:0005515;GO:0005524;GO:0008764;GO:0016874;GO:0016881;GO:0042802	GO:0005737
946322	946322	GO:0000917;GO:0005515;GO:0005886;GO:0008360;GO:0008955;GO:0009252;GO:0015648;GO:0015836;GO:0016020;GO:0016740;GO:0016757;GO:0032153;GO:0043093;GO:0051301;GO:0071555;GO:1990586	GO:0000917;GO:0008360;GO:0009252;GO:0015836;GO:0043093;GO:0051301;GO:0071555	GO:0005515;GO:0008955;GO:0015648;GO:0016740;GO:0016757	GO:0005886;GO:0016020;GO:0032153;GO:1990586
946321	946321	GO:0005515;GO:0005886;GO:0005975;GO:0008360;GO:0009252;GO:0016740;GO:0016757;GO:0016758;GO:0050511;GO:0051301;GO:0051991;GO:0071555;GO:1901137	GO:0005975;GO:0008360;GO:0009252;GO:0051301;GO:0071555;GO:1901137	GO:0005515;GO:0016740;GO:0016757;GO:0016758;GO:0050511;GO:0051991	GO:0005886
946153	946153	GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0005737;GO:0008360;GO:0008763;GO:0009252;GO:0016874;GO:0016881;GO:0042803;GO:0051301;GO:0071555	GO:0008360;GO:0009252;GO:0051301;GO:0071555	GO:0000166;GO:0000287;GO:0005515;GO:0005524;GO:0008763;GO:0016874;GO:0016881;GO:0042803	GO:0005737
946324	946324	GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0008360;GO:0008716;GO:0009252;GO:0016874;GO:0042803;GO:0046872;GO:0071555	GO:0008360;GO:0009252;GO:0071555	GO:0000166;GO:0005524;GO:0008716;GO:0016874;GO:0042803;GO:0046872	GO:0005737;GO:0005829
944823	944823	GO:0000917;GO:0005515;GO:0005886;GO:0032153;GO:0042802;GO:0043093;GO:0051301;GO:0090529;GO:1990586;GO:1990587	GO:0000917;GO:0043093;GO:0051301;GO:0090529	GO:0005515;GO:0042802	GO:0005886;GO:0032153;GO:1990586;GO:1990587
944778	944778	GO:0000917;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0009898;GO:0032153;GO:0042802;GO:0043093;GO:0051301;GO:1990586	GO:0000917;GO:0043093;GO:0051301	GO:0005515;GO:0005524;GO:0042802	GO:0005829;GO:0005886;GO:0009898;GO:0032153;GO:1990586
302211663	302211663				
944786	944786	GO:0000166;GO:0000917;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005886;GO:0032153;GO:0042802;GO:0043093;GO:0051258;GO:0051301;GO:0090529;GO:1990586	GO:0000917;GO:0043093;GO:0051258;GO:0051301;GO:0090529	GO:0000166;GO:0003924;GO:0005515;GO:0005525;GO:0042802	GO:0005737;GO:0005886;GO:0032153;GO:1990586
944816	944816	GO:0003824;GO:0005506;GO:0005737;GO:0006629;GO:0008270;GO:0009245;GO:0016020;GO:0016787;GO:0019213;GO:0046872;GO:0103117	GO:0006629;GO:0009245	GO:0003824;GO:0005506;GO:0008270;GO:0016787;GO:0019213;GO:0046872;GO:0103117	GO:0005737;GO:0016020
944831	944831	GO:0005829;GO:0006417;GO:0042597;GO:0045182	GO:0006417	GO:0045182	GO:0005829;GO:0042597
